Date,Employee_ID,Team,Tasks_Completed,Hours_Worked,Productivity_Score,Task_Type,Task_Priority,Overtime_Hours,Meeting_Hours
2023-08-08,E123,Team C,7,9.228462120864595,88.96,User Support,Medium,1.15,3.37
2023-08-08,E124,Team A,2,8.777125322532212,96.58,Documentation,High,2.48,0.95
2023-08-08,E125,Team B,3,6.9146308999142105,98.57,Documentation,High,2.03,1.6
2023-08-08,E126,Team D,8,6.122334271672091,61.05,Code Review,Medium,0.42,0.15
2023-08-08,E127,Team A,1,6.911994309726651,67.03,Database Optimization,Medium,0.67,0.98
2023-08-09,E123,Team C,4,9.057571746364456,71.72,Database Optimization,Low,1.79,0.95
2023-08-09,E124,Team C,9,9.001934364956494,98.51,Code Review,Medium,0.58,3.96
2023-08-09,E125,Team C,8,6.900500173220662,62.48,System Maintenance,Low,1.11,3.16
2023-08-09,E126,Team D,5,9.883168770973473,99.71,User Support,Medium,2.38,0.96
2023-08-09,E127,Team A,4,8.452434406647784,69.12,Security Patching,High,0.1,0.64
2023-08-10,E123,Team B,7,6.558378252806849,93.68,Security Patching,Low,2.8,1.27
2023-08-10,E124,Team A,9,8.526982234725967,70.77,Database Optimization,High,0.13,2.21
2023-08-10,E125,Team C,10,7.478893013752984,91.95,Security Patching,High,2.44,2.53
2023-08-10,E126,Team D,9,6.670647541154246,74.53,Documentation,High,2.69,0.42
2023-08-10,E127,Team A,7,9.13234966894645,84.9,System Maintenance,High,2.72,2.97
2023-08-11,E123,Team B,10,9.641148916628335,82.76,User Support,High,0.46,0.49
2023-08-11,E124,Team A,4,7.816982236533998,67.76,Code Review,Low,2.93,1.53
2023-08-11,E125,Team A,3,7.462701513279105,94.06,Database Optimization,High,1.77,3.23
2023-08-11,E126,Team C,8,9.330235530096582,68.58,Deployment,High,1.11,0.74
2023-08-11,E127,Team C,4,9.023681246844866,72.2,Deployment,High,2.48,3.99
2023-08-12,E123,Team D,5,7.731798355055673,88.23,Code Review,High,2.62,3.9
2023-08-12,E124,Team B,7,7.09764989191152,87.94,User Support,Low,1.15,3.92
2023-08-12,E125,Team B,6,8.98146852160033,96.92,Documentation,Low,0.14,3.31
2023-08-12,E126,Team D,7,8.406316344093412,75.11,Database Optimization,Medium,0.92,3.08
2023-08-12,E127,Team B,3,8.162868484487323,95.85,System Maintenance,Low,2.54,2.08
2023-08-13,E123,Team D,2,9.426043535537303,97.64,Security Patching,Low,1.26,0.1
2023-08-13,E124,Team A,7,6.5973475583034515,75.97,Documentation,Medium,0.24,3.1
2023-08-13,E125,Team D,5,8.931836685116956,60.94,Security Patching,High,0.39,1.03
2023-08-13,E126,Team A,4,6.121999866570707,69.33,Testing,Low,0.31,2.74
2023-08-13,E127,Team D,10,7.050628798151148,66.15,User Support,Low,1.41,2.17
2023-08-14,E123,Team D,10,7.708859980837566,77.13,Documentation,Medium,0.27,1.84
2023-08-14,E124,Team B,6,7.217801498033552,69.32,Security Patching,High,1.56,3.74
2023-08-14,E125,Team A,6,7.847520597975024,93.92,Bug Fix,High,1.76,1.2
2023-08-14,E126,Team C,3,7.381495668773138,88.52,User Support,High,1.83,0.13
2023-08-14,E127,Team A,2,9.367590504434943,71.07,User Support,Medium,0.71,2.32
2023-08-15,E123,Team B,4,9.073105550721525,65.87,Deployment,Medium,2.79,2.84
2023-08-15,E124,Team B,9,9.39084876452073,89.7,User Support,Low,0.86,3.7
2023-08-15,E125,Team B,5,9.095180181423254,95.36,User Support,Low,2.12,3.47
2023-08-15,E126,Team B,9,7.60075938838302,75.03,Documentation,Low,0.8,1.09
2023-08-15,E127,Team D,10,7.81458452092414,72.31,Documentation,Low,2.98,1.38
2023-08-16,E123,Team B,1,8.07531857871518,60.63,System Maintenance,Medium,2.33,2.22
2023-08-16,E124,Team D,7,8.345173389189414,84.47,Deployment,High,2.72,2.59
2023-08-16,E125,Team D,10,6.331323843898508,62.6,Deployment,Low,2.65,1.83
2023-08-16,E126,Team B,5,8.2738591940153,97.22,Code Review,Low,0.53,3.02
2023-08-16,E127,Team B,10,6.510666918969395,60.34,System Maintenance,Medium,2.33,3.02
2023-08-17,E123,Team D,9,6.147321800674339,93.05,Code Review,High,2.56,0.37
2023-08-17,E124,Team C,2,9.41475920683995,88.72,Code Review,Low,1.29,3.41
2023-08-17,E125,Team C,1,6.9303154180013635,70.17,Deployment,Low,1.94,3.94
2023-08-17,E126,Team D,8,7.658478913959646,74.49,Deployment,High,0.97,2.95
2023-08-17,E127,Team A,9,6.184250046851876,92.21,Deployment,Medium,2.19,0.13
2023-08-18,E123,Team B,9,9.570215728066893,61.03,Testing,Low,0.35,1.41
2023-08-18,E124,Team B,9,9.114201025727493,87.77,Deployment,High,0.17,1.93
2023-08-18,E125,Team A,10,7.081523669113538,94.11,Bug Fix,High,0.92,0.24
2023-08-18,E126,Team D,9,7.387503841566311,63.15,Feature Development,High,2.6,3.66
2023-08-18,E127,Team A,7,9.120212808952513,92.27,Documentation,High,2.53,3.88
2023-08-19,E123,Team A,2,7.549742539281832,76.88,Testing,High,0.54,3.06
2023-08-19,E124,Team C,8,9.732638733755397,94.42,Testing,High,2.59,3.27
2023-08-19,E125,Team C,8,7.036750227877095,82.7,Database Optimization,High,1.77,0.08
2023-08-19,E126,Team C,7,7.33411198259322,62.64,Security Patching,High,0.21,1.66
2023-08-19,E127,Team A,9,6.838297175264995,96.37,Feature Development,Medium,1.7,0.34
2023-08-20,E123,Team A,10,6.383642409386848,70.44,Security Patching,Medium,2.3,2.42
2023-08-20,E124,Team D,8,7.836079969749328,86.47,Deployment,Medium,2.74,1.77
2023-08-20,E125,Team D,8,7.993988304068818,90.15,Feature Development,Low,2.51,0.22
2023-08-20,E126,Team C,1,9.210278744564388,81.07,Code Review,Medium,1.0,2.89
2023-08-20,E127,Team D,10,9.563844103279393,92.57,User Support,Low,0.34,0.92
2023-08-21,E123,Team A,5,8.466428305937328,89.11,Feature Development,High,2.41,2.91
2023-08-21,E124,Team D,4,7.821554994834049,73.52,Documentation,Medium,0.36,2.12
2023-08-21,E125,Team C,1,9.720812009005808,90.51,Testing,Low,0.95,1.08
2023-08-21,E126,Team B,2,7.455551760535353,88.32,Testing,Medium,2.04,0.99
2023-08-21,E127,Team A,1,9.498258789490242,86.19,Bug Fix,Medium,0.52,1.69
2023-08-22,E123,Team A,5,8.303214999559877,88.31,Bug Fix,High,0.92,1.75
2023-08-22,E124,Team D,6,8.925813775106507,79.0,System Maintenance,High,0.71,0.27
2023-08-22,E125,Team D,1,9.992423481213379,90.14,Feature Development,High,1.07,0.57
2023-08-22,E126,Team D,3,6.3194621091066665,60.29,System Maintenance,Low,0.64,1.3
2023-08-22,E127,Team C,3,8.28826102930337,89.58,Feature Development,Low,0.57,2.33
2023-08-23,E123,Team B,1,8.161316596393831,78.56,Testing,High,1.76,0.89
2023-08-23,E124,Team B,10,7.28656022757079,93.22,User Support,Medium,1.51,0.48
2023-08-23,E125,Team A,6,8.875351341942627,73.2,Database Optimization,Medium,0.19,2.02
2023-08-23,E126,Team C,3,7.5784236037669634,64.9,User Support,Low,1.95,3.75
2023-08-23,E127,Team D,4,7.2944507198883795,62.36,Database Optimization,Medium,1.38,3.73
2023-08-24,E123,Team B,9,6.910219193615866,73.92,System Maintenance,High,0.43,2.0
2023-08-24,E124,Team C,1,7.836616685767231,85.31,Bug Fix,Medium,1.74,1.79
2023-08-24,E125,Team D,7,6.2767001662412865,78.63,Database Optimization,High,1.6,3.22
2023-08-24,E126,Team C,9,9.717826695435125,81.58,Security Patching,Medium,2.68,0.09
2023-08-24,E127,Team A,4,8.865710796864574,66.01,User Support,Low,2.32,2.56
2023-08-25,E123,Team C,6,8.69413113156105,79.33,Deployment,High,0.65,1.88
2023-08-25,E124,Team D,2,7.158824865016719,87.65,Code Review,Medium,1.12,2.57
2023-08-25,E125,Team B,9,7.395901041757149,84.71,Security Patching,Medium,0.94,2.3
2023-08-25,E126,Team C,5,6.777342902474968,66.57,Testing,High,2.45,0.84
2023-08-25,E127,Team C,5,6.231302609742859,90.12,Documentation,High,0.63,1.29
2023-08-26,E123,Team B,7,8.893626407536434,84.16,Deployment,High,2.28,2.97
2023-08-26,E124,Team B,10,6.128051860275271,95.4,Deployment,High,0.07,1.27
2023-08-26,E125,Team D,1,8.08552411326428,82.93,Bug Fix,Low,1.01,0.89
2023-08-26,E126,Team A,3,6.775969172868162,90.76,Documentation,Low,2.82,3.92
2023-08-26,E127,Team B,1,6.397160393678755,93.38,Deployment,Low,2.31,0.79
2023-08-27,E123,Team B,3,7.618506397725454,84.58,Feature Development,Low,2.71,1.82
2023-08-27,E124,Team D,8,7.0106911067811755,93.06,Testing,Low,1.25,3.89
2023-08-27,E125,Team D,3,6.936752719850661,66.57,Database Optimization,Medium,1.24,0.89
2023-08-27,E126,Team A,6,7.208901178499181,85.38,Feature Development,High,0.13,0.27
2023-08-27,E127,Team A,7,8.316387185230404,90.33,Deployment,Low,0.01,2.37
2023-08-28,E123,Team D,5,7.0624670957871505,77.09,Testing,Medium,0.44,1.03
2023-08-28,E124,Team C,4,7.729329524403926,70.16,Documentation,High,1.61,2.54
2023-08-28,E125,Team C,2,9.732129411463529,79.26,Deployment,High,1.66,2.79
2023-08-28,E126,Team A,9,6.117183118615166,63.37,Documentation,High,2.41,0.02
2023-08-28,E127,Team C,9,6.986360419648392,89.22,User Support,High,1.21,1.45
2023-08-29,E123,Team C,10,7.066941423324076,67.2,Code Review,Low,1.65,0.36
2023-08-29,E124,Team B,4,7.555260976909756,87.85,Documentation,Medium,1.21,1.45
2023-08-29,E125,Team D,5,7.548257109420243,60.29,Documentation,High,1.7,0.37
2023-08-29,E126,Team A,9,8.933768021102544,78.79,User Support,Low,2.84,1.48
2023-08-29,E127,Team A,2,9.475268919224979,89.3,Testing,Low,1.28,0.96
2023-08-30,E123,Team A,8,7.9994726721456235,91.0,Documentation,High,0.05,0.73
2023-08-30,E124,Team C,7,6.114616102232225,76.61,Database Optimization,Medium,0.51,2.42
2023-08-30,E125,Team A,2,8.90682477054597,92.74,Feature Development,Low,1.79,2.26
2023-08-30,E126,Team D,4,7.783041589017891,76.39,Code Review,Medium,2.26,0.43
2023-08-30,E127,Team B,1,6.4397555107203335,70.07,Deployment,Low,2.19,1.42
2023-08-31,E123,Team A,1,6.970363348159598,70.35,Database Optimization,Low,1.33,1.69
2023-08-31,E124,Team C,2,8.427948718947498,85.4,Database Optimization,Low,1.9,3.75
2023-08-31,E125,Team D,4,7.308255201107275,81.33,Security Patching,High,0.71,0.79
2023-08-31,E126,Team C,10,8.920594525954307,69.39,Bug Fix,Medium,2.59,2.22
2023-08-31,E127,Team D,4,9.478593458884077,65.75,Database Optimization,Low,1.38,0.91
2023-09-01,E123,Team C,5,6.586615365530755,89.46,System Maintenance,Low,0.57,3.85
2023-09-01,E124,Team D,9,7.277187607438702,92.2,Documentation,High,0.15,3.52
2023-09-01,E125,Team B,4,7.234181341170355,84.33,Testing,Low,1.33,2.21
2023-09-01,E126,Team D,9,7.229067767054737,84.01,User Support,High,2.78,3.62
2023-09-01,E127,Team B,10,7.385136093046109,65.24,Security Patching,High,1.63,3.95
2023-09-02,E123,Team B,9,9.530449745753781,96.91,Code Review,Medium,0.72,0.97
2023-09-02,E124,Team D,1,7.864154497208655,91.76,Code Review,Medium,1.47,0.39
2023-09-02,E125,Team A,6,7.884885383005143,63.9,Documentation,High,0.15,1.79
2023-09-02,E126,Team D,3,7.516858491504206,71.15,Documentation,Medium,0.83,2.92
2023-09-02,E127,Team C,3,6.112496890245879,86.42,Deployment,Low,1.87,3.45
2023-09-03,E123,Team B,6,8.70561472132534,74.08,Documentation,Medium,2.28,1.65
2023-09-03,E124,Team C,3,9.95707437179938,65.53,Testing,Medium,0.2,0.72
2023-09-03,E125,Team B,9,8.244087859453959,88.73,System Maintenance,High,1.71,0.94
2023-09-03,E126,Team C,5,9.921072501810627,60.62,Feature Development,Medium,1.21,0.94
2023-09-03,E127,Team C,7,6.873016596897387,75.46,Deployment,Medium,2.77,2.44
2023-09-04,E123,Team A,6,8.965676816591296,63.07,Deployment,High,1.09,3.29
2023-09-04,E124,Team D,1,7.394213404404319,61.54,Testing,Medium,0.39,2.75
2023-09-04,E125,Team D,3,8.644182984431437,72.18,Database Optimization,Low,0.44,1.77
2023-09-04,E126,Team D,3,9.93503652078637,88.02,Database Optimization,High,0.97,2.79
2023-09-04,E127,Team A,6,6.735563260958369,84.2,Documentation,Low,0.99,2.67
2023-09-05,E123,Team C,5,9.332127076847803,63.84,Database Optimization,Low,1.54,1.61
2023-09-05,E124,Team D,9,8.51777153106876,80.57,Documentation,High,2.59,2.0
2023-09-05,E125,Team A,8,6.464883394009084,60.22,User Support,Low,2.53,2.51
2023-09-05,E126,Team C,6,9.56265190112484,90.56,Deployment,Medium,0.46,0.21
2023-09-05,E127,Team A,4,8.399518034428265,94.45,Feature Development,Medium,0.06,3.49
2023-09-06,E123,Team B,9,6.622882919815529,66.97,User Support,Medium,2.28,3.58
2023-09-06,E124,Team D,2,9.320750232915135,99.99,Documentation,Medium,0.33,3.61
2023-09-06,E125,Team C,1,8.29833598594402,77.93,Code Review,Low,0.18,3.28
2023-09-06,E126,Team B,6,6.668942098489801,99.04,Database Optimization,Low,0.58,1.6
2023-09-06,E127,Team B,4,7.950907826091198,78.07,User Support,Low,0.85,1.47
2023-09-07,E123,Team B,4,6.876938805079236,87.97,Feature Development,Low,2.77,1.93
2023-09-07,E124,Team C,5,7.566663389571936,69.81,System Maintenance,High,2.82,1.99
2023-09-07,E125,Team C,1,7.904910892469876,95.75,Testing,Medium,2.46,3.27
2023-09-07,E126,Team D,3,8.402815730431243,96.24,Code Review,Medium,1.02,1.89
2023-09-07,E127,Team C,4,9.413946433503032,66.88,System Maintenance,Medium,1.09,2.96
2023-09-08,E123,Team D,9,6.566163187297855,82.88,Bug Fix,Medium,1.42,2.01
2023-09-08,E124,Team B,4,8.81693927863392,84.98,Security Patching,High,2.92,3.4
2023-09-08,E125,Team D,4,6.5492350557603825,91.44,Testing,High,1.15,3.2
2023-09-08,E126,Team B,10,7.580592204164286,82.31,Testing,Medium,1.7,1.69
2023-09-08,E127,Team B,7,8.434811203042486,91.14,Testing,Medium,1.93,3.59
2023-09-09,E123,Team B,8,9.145467745649857,93.12,System Maintenance,High,0.04,0.82
2023-09-09,E124,Team A,5,8.554373783517512,82.87,User Support,Low,1.3,2.63
2023-09-09,E125,Team B,6,7.874182090409419,82.17,System Maintenance,High,2.31,2.35
2023-09-09,E126,Team B,8,6.826469048716118,77.74,Code Review,Medium,1.1,3.94
2023-09-09,E127,Team C,1,7.366356839615193,83.81,User Support,High,0.68,1.37
2023-09-10,E123,Team B,10,6.265128753765303,76.15,Feature Development,Medium,2.0,0.66
2023-09-10,E124,Team A,9,9.260671999119428,99.74,Code Review,High,0.61,0.06
2023-09-10,E125,Team A,2,7.349063027643796,84.19,Bug Fix,Low,1.3,0.67
2023-09-10,E126,Team D,9,6.031422196898808,82.39,Database Optimization,Low,2.86,1.99
2023-09-10,E127,Team C,6,6.202347425239259,88.23,Deployment,High,1.97,0.38
2023-09-11,E123,Team D,5,6.068640159217553,62.68,Deployment,High,2.22,3.08
2023-09-11,E124,Team D,10,7.854597800860503,70.32,Security Patching,High,2.45,0.05
2023-09-11,E125,Team C,8,9.042322898907106,91.5,System Maintenance,Medium,1.5,1.07
2023-09-11,E126,Team A,8,6.712761549975825,64.39,Database Optimization,Low,2.38,1.16
2023-09-11,E127,Team D,9,7.487353479467817,85.92,Code Review,Medium,0.38,0.2
2023-09-12,E123,Team D,10,8.269578330161355,90.34,Code Review,High,1.26,1.61
2023-09-12,E124,Team B,5,8.117533412723061,84.23,Testing,High,2.17,2.2
2023-09-12,E125,Team A,1,7.663503770413682,62.39,Feature Development,Medium,2.48,2.15
2023-09-12,E126,Team D,5,9.931264397670105,90.22,User Support,Medium,0.82,3.36
2023-09-12,E127,Team D,5,8.693858904739958,95.18,Deployment,Low,0.7,3.21
2023-09-13,E123,Team D,3,8.302014672321464,82.94,Testing,Medium,0.1,3.39
2023-09-13,E124,Team C,9,6.09451537582055,79.86,Testing,Low,1.29,2.65
2023-09-13,E125,Team C,1,6.976894824904305,69.79,System Maintenance,Medium,2.29,2.66
2023-09-13,E126,Team A,1,9.387623065744403,66.26,Feature Development,Low,0.87,2.11
2023-09-13,E127,Team A,10,7.307826759397976,73.48,Documentation,Low,0.73,3.83
2023-09-14,E123,Team D,5,9.800221206439424,96.61,Documentation,Medium,0.92,3.38
2023-09-14,E124,Team C,1,9.81309876548994,90.69,Feature Development,High,1.4,3.86
2023-09-14,E125,Team D,10,9.993047323584413,72.79,Security Patching,High,2.77,3.32
2023-09-14,E126,Team A,8,8.488732780530839,63.65,Documentation,High,1.4,0.75
2023-09-14,E127,Team C,4,9.893856799887377,92.41,Documentation,High,1.4,2.15
2023-09-15,E123,Team C,5,9.696083827754121,88.59,Documentation,Low,2.25,1.51
2023-09-15,E124,Team A,2,9.588135790481331,70.78,Security Patching,Medium,2.63,0.46
2023-09-15,E125,Team D,1,8.393029611472837,64.34,Documentation,Low,2.24,0.58
2023-09-15,E126,Team B,1,8.858556339457202,95.37,Testing,High,0.46,3.34
2023-09-15,E127,Team C,9,9.502355952451719,80.8,Code Review,Medium,2.31,0.96
2023-09-16,E123,Team B,3,7.662634051136671,62.57,Deployment,Low,2.51,3.96
2023-09-16,E124,Team A,2,7.124742392183094,84.45,Deployment,Medium,2.53,2.51
2023-09-16,E125,Team D,3,8.345113097210838,98.79,Bug Fix,Low,2.53,0.71
2023-09-16,E126,Team D,10,8.171758649012885,88.86,Documentation,Low,2.34,2.04
2023-09-16,E127,Team C,3,7.759823310231872,95.73,User Support,High,2.96,0.74
2023-09-17,E123,Team D,1,7.758996723219651,98.1,Documentation,Medium,1.34,0.76
2023-09-17,E124,Team A,5,8.470546124666962,78.65,Code Review,Medium,1.24,3.03
2023-09-17,E125,Team C,4,8.159299603910918,91.06,Testing,Medium,2.93,3.56
2023-09-17,E126,Team D,5,6.627709943807172,64.75,Code Review,High,1.03,0.87
2023-09-17,E127,Team B,5,9.573747618890541,86.89,Documentation,Medium,1.13,0.68
2023-09-18,E123,Team D,3,9.044453562657413,95.63,Deployment,Low,1.41,1.86
2023-09-18,E124,Team C,9,8.78216136341551,60.47,User Support,High,1.13,1.95
2023-09-18,E125,Team A,6,7.968900779458098,97.8,System Maintenance,Medium,0.91,0.39
2023-09-18,E126,Team C,7,7.0027808363498965,88.27,User Support,Medium,2.58,2.23
2023-09-18,E127,Team C,1,7.545011782901823,74.0,Documentation,High,1.52,1.23
2023-09-19,E123,Team D,4,7.859408171064327,93.55,Testing,Medium,1.43,2.92
2023-09-19,E124,Team B,1,7.756221281373472,85.31,Bug Fix,High,0.68,3.2
2023-09-19,E125,Team C,5,6.774474276698715,91.77,Bug Fix,Low,2.78,0.88
2023-09-19,E126,Team D,8,9.316781035798751,67.38,Security Patching,High,3.0,0.18
2023-09-19,E127,Team D,7,6.730542160270347,88.58,Bug Fix,High,0.61,0.92
2023-09-20,E123,Team B,3,6.916882547594323,97.02,User Support,High,1.23,3.34
2023-09-20,E124,Team A,9,8.180216426343359,75.32,Security Patching,High,2.64,0.44
2023-09-20,E125,Team C,5,6.023298986999546,61.35,Security Patching,Low,2.15,0.96
2023-09-20,E126,Team B,1,8.044734155855002,65.32,Database Optimization,High,0.94,2.09
2023-09-20,E127,Team C,6,6.960630423241823,75.4,Feature Development,High,2.79,3.15
2023-09-21,E123,Team C,9,7.619721495444622,72.52,User Support,Medium,1.71,0.41
2023-09-21,E124,Team A,3,8.557544220147726,73.4,Database Optimization,High,0.73,1.6
2023-09-21,E125,Team C,3,8.530324675600736,69.28,System Maintenance,Medium,1.03,1.6
2023-09-21,E126,Team D,9,9.459347907866423,64.78,User Support,Medium,2.37,3.22
2023-09-21,E127,Team D,6,9.330282791864624,66.0,System Maintenance,High,1.92,3.43
2023-09-22,E123,Team C,4,7.787184980238349,93.58,Feature Development,High,0.21,2.34
2023-09-22,E124,Team B,5,6.247315592984817,95.37,Security Patching,Low,1.91,0.88
2023-09-22,E125,Team A,4,6.68542851002449,74.56,System Maintenance,High,0.06,2.91
2023-09-22,E126,Team A,3,6.314144061301821,85.12,Code Review,High,1.8,1.74
2023-09-22,E127,Team D,2,7.650708242221174,66.18,System Maintenance,High,0.81,0.68
2023-09-23,E123,Team D,7,9.509036042675422,98.7,Bug Fix,High,1.2,1.2
2023-09-23,E124,Team A,9,6.006053337132759,73.96,Documentation,High,1.89,0.39
2023-09-23,E125,Team C,5,6.735594462311097,94.46,User Support,Medium,2.31,0.56
2023-09-23,E126,Team D,6,6.11651428570544,61.72,Documentation,Low,2.75,3.34
2023-09-23,E127,Team B,6,9.111813264772852,97.24,System Maintenance,Low,1.28,0.7
2023-09-24,E123,Team B,2,8.897851673053436,62.36,Testing,Low,0.4,3.29
2023-09-24,E124,Team D,6,6.292160555418987,61.03,Deployment,High,2.28,1.28
2023-09-24,E125,Team B,3,6.779026789543478,95.44,Bug Fix,Medium,2.97,2.88
2023-09-24,E126,Team C,2,8.164714868404072,93.05,Database Optimization,Low,2.81,2.18
2023-09-24,E127,Team B,5,8.476541347727556,68.02,Deployment,High,1.25,0.47
2023-09-25,E123,Team D,7,7.046477921467525,73.08,Feature Development,Low,1.18,2.16
2023-09-25,E124,Team C,7,8.209749101196827,77.79,Code Review,Medium,0.41,0.65
2023-09-25,E125,Team B,2,6.42447184679421,90.28,Feature Development,Low,0.69,3.57
2023-09-25,E126,Team A,6,8.12373965703755,81.36,Documentation,High,0.64,3.42
2023-09-25,E127,Team B,9,6.250656340408007,78.16,Documentation,Medium,0.62,1.62
2023-09-26,E123,Team B,7,6.699988088308608,74.64,Database Optimization,Medium,0.5,3.49
2023-09-26,E124,Team A,7,7.961191826580077,91.64,Feature Development,Medium,0.58,3.69
2023-09-26,E125,Team B,1,7.26209848286937,96.78,Feature Development,Medium,2.89,1.27
2023-09-26,E126,Team A,3,9.554796341529661,95.05,Bug Fix,Medium,0.84,1.08
2023-09-26,E127,Team A,1,8.02652444242349,98.92,Database Optimization,Medium,1.28,0.05
2023-09-27,E123,Team D,6,8.704628939229798,70.58,User Support,Low,1.96,1.01
2023-09-27,E124,Team D,10,8.118238511045288,94.91,Bug Fix,Medium,2.76,0.0
2023-09-27,E125,Team C,7,7.891964578939152,79.44,Database Optimization,Medium,0.11,3.02
2023-09-27,E126,Team D,9,9.547705309413008,67.02,User Support,Medium,1.1,2.46
2023-09-27,E127,Team C,6,6.950239732341547,99.9,Code Review,Medium,1.32,0.91
2023-09-28,E123,Team A,2,7.417680263874638,76.3,Database Optimization,Medium,0.52,2.82
2023-09-28,E124,Team B,10,8.796299687416315,78.84,Testing,High,1.71,2.27
2023-09-28,E125,Team D,7,9.032217651190928,88.91,Feature Development,Medium,1.23,2.49
2023-09-28,E126,Team B,3,8.32465090420687,73.98,Feature Development,Medium,1.99,2.99
2023-09-28,E127,Team B,2,6.992047653884132,68.35,Bug Fix,Medium,1.37,2.31
2023-09-29,E123,Team B,5,8.980785134331718,65.63,Documentation,Medium,1.66,3.08
2023-09-29,E124,Team C,3,6.288529043691726,99.68,Security Patching,Low,1.46,3.79
2023-09-29,E125,Team A,5,7.235490449652536,74.77,Database Optimization,Low,0.91,3.92
2023-09-29,E126,Team B,1,7.578520038635725,63.28,Database Optimization,Medium,1.51,3.1
2023-09-29,E127,Team B,4,8.551270724464874,91.12,Documentation,Low,0.85,0.25
2023-09-30,E123,Team A,9,6.44484606388389,87.87,Deployment,High,0.25,2.93
2023-09-30,E124,Team D,1,6.919834811985639,79.91,Deployment,Low,1.12,1.93
2023-09-30,E125,Team B,2,9.936659425545582,60.21,Documentation,High,0.63,3.17
2023-09-30,E126,Team B,4,8.927422911100713,83.96,Deployment,Low,0.08,2.04
2023-09-30,E127,Team D,10,6.038537180902967,85.64,Database Optimization,High,2.2,2.13
2023-10-01,E123,Team B,5,7.851769838162285,98.53,User Support,Low,1.27,2.73
2023-10-01,E124,Team C,10,8.55208748284831,73.17,Testing,High,0.32,3.47
2023-10-01,E125,Team B,1,6.777231293670734,82.73,Documentation,Low,0.6,2.62
2023-10-01,E126,Team D,2,6.332128141965422,97.64,Database Optimization,High,1.62,2.58
2023-10-01,E127,Team C,1,6.465969717676609,76.71,Bug Fix,Low,0.34,0.58
2023-10-02,E123,Team D,7,8.91086808155326,62.0,Documentation,Low,2.53,0.53
2023-10-02,E124,Team B,7,9.63877464409365,95.82,System Maintenance,Low,2.44,3.93
2023-10-02,E125,Team B,2,6.82198221617571,84.92,Database Optimization,Low,1.35,1.9
2023-10-02,E126,Team B,8,6.778822643930361,60.47,Database Optimization,Low,0.94,1.91
2023-10-02,E127,Team B,9,6.640431725080127,87.3,System Maintenance,Medium,1.9,3.66
2023-10-03,E123,Team C,7,7.185165151330207,83.56,Database Optimization,High,1.12,1.72
2023-10-03,E124,Team D,8,6.380540837433966,97.4,Feature Development,Medium,1.48,3.3
2023-10-03,E125,Team B,8,7.549613283730556,62.16,Deployment,Medium,0.17,2.76
2023-10-03,E126,Team C,1,7.198458683017761,68.14,Feature Development,High,0.73,1.0
2023-10-03,E127,Team B,7,6.167347968237943,96.26,Security Patching,Low,2.76,2.29
2023-10-04,E123,Team A,6,9.708527216447006,95.32,Bug Fix,Medium,2.82,1.9
2023-10-04,E124,Team D,10,7.439726419533521,73.35,Database Optimization,Medium,2.23,1.99
2023-10-04,E125,Team B,6,6.625175176551839,88.01,System Maintenance,High,2.48,2.04
2023-10-04,E126,Team A,9,6.394898126152942,90.28,Bug Fix,Medium,0.41,3.82
2023-10-04,E127,Team A,4,7.78204034935605,62.93,Bug Fix,Low,1.82,2.33
2023-10-05,E123,Team A,6,9.134062300703059,94.15,Documentation,High,0.9,3.2
2023-10-05,E124,Team C,5,6.846684744907112,93.1,System Maintenance,High,1.48,1.08
2023-10-05,E125,Team B,4,9.760763135730127,99.79,Security Patching,Medium,1.75,2.08
2023-10-05,E126,Team D,2,9.157903400941807,63.69,User Support,Low,0.09,3.49
2023-10-05,E127,Team D,6,6.121224230638905,76.6,Security Patching,Medium,1.73,1.25
2023-10-06,E123,Team D,5,7.4896348284801295,64.48,Documentation,Low,0.79,3.15
2023-10-06,E124,Team B,2,9.631105149668247,70.29,Bug Fix,High,1.78,0.53
2023-10-06,E125,Team B,2,9.601399809210054,80.26,Database Optimization,Low,0.95,1.69
2023-10-06,E126,Team D,5,7.589993261987745,98.3,Code Review,High,1.04,1.1
2023-10-06,E127,Team A,5,7.341688563089875,72.22,Feature Development,Low,2.07,2.35
2023-10-07,E123,Team D,8,9.845366236749667,86.04,Security Patching,Low,0.86,2.0
2023-10-07,E124,Team C,5,9.542103481827239,84.14,Deployment,Medium,1.1,0.42
2023-10-07,E125,Team B,10,6.9535918167253445,87.86,Testing,Low,2.78,3.53
2023-10-07,E126,Team B,4,9.4009505987149,86.76,Security Patching,Medium,0.87,1.92
2023-10-07,E127,Team A,1,9.121733711575827,69.34,Bug Fix,High,2.72,2.33
2023-10-08,E123,Team D,8,6.730926047230632,66.76,Database Optimization,Low,2.21,0.71
2023-10-08,E124,Team D,7,6.848423632378177,75.68,Documentation,Medium,2.91,1.34
2023-10-08,E125,Team C,10,6.070903851550166,77.38,User Support,Low,2.83,2.25
2023-10-08,E126,Team B,5,9.029958520154196,83.77,Code Review,Low,0.84,0.75
2023-10-08,E127,Team A,4,6.291066033616099,89.69,Deployment,High,0.92,1.57
2023-10-09,E123,Team A,7,8.114597300128246,99.27,Documentation,Low,1.1,3.96
2023-10-09,E124,Team A,5,6.247619002251138,79.65,Documentation,Medium,2.82,0.78
